"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RSAD2",3.9227203251135,7.28286877329715,64.9842919910522,5.06745563232477e-16,3.59637326226089e-12,26.2752259618932
"S",4.89181258020659,12.2244469241884,57.4994512012761,2.03930402412303e-15,7.23647032960059e-12,25.2320514258236
"N",3.82301201996733,12.7490622282113,54.7763147226978,3.54084387556308e-15,8.37645632829039e-12,24.7974270998572
"M",3.96801300236178,9.97402908611285,49.1727882883294,1.20725664037501e-14,2.14197509418536e-11,23.7914873184527
"IFIT3",1.89439061872462,10.3196704994577,46.8353626128561,2.09913232059058e-14,2.97950841584627e-11,23.321077409775
"IFIH1",1.65450908029305,10.443268676407,42.9714481528584,5.57817403350436e-14,6.59805018596341e-11,22.4667412994294
"IFI44",1.69564465125179,9.05570228890516,40.8595417439756,9.87947519278489e-14,1.00163764918849e-10,21.9543303209388
"MX2",2.20401071541679,8.71445446200941,38.5875243873141,1.88954902627261e-13,1.67626617993209e-10,21.3625334020311
"rep",4.41889079889299,8.79665761827141,36.8504041954387,3.18374316782744e-13,2.51055836245237e-10,20.8788636552982
"DDX58",1.01446186833208,10.9207530428932,36.3479054139377,3.71916193374832e-13,2.63948922438118e-10,20.7335288824442
"ORF6",3.71283789635911,5.65050746981429,35.2076811786523,5.33452891400098e-13,3.44174106387863e-10,20.3941953945646
"IFIT2",2.84846406097102,8.87522207981022,34.8466562856273,5.99428218683227e-13,3.51114662040016e-10,20.2838921883545
"ORF3a",6.40951048431121,8.92897848904909,34.4621481707461,6.79582965025198e-13,3.51114662040016e-10,20.1648502160309
"OAS2",2.1306244083224,9.86358523914069,34.4042448467039,6.92631431387941e-13,3.51114662040016e-10,20.1467818454738
"MX1",1.35360556383597,11.015844464072,33.7342017044177,8.65141878177377e-13,4.09327460628323e-10,19.9349455197995
"IFIT1",2.28409217813349,9.95316527572631,33.2947353714472,1.00337551930081e-12,4.45059753779865e-10,19.7931953534115
"PARP12",1.37549748677157,8.86369027908916,32.989716712109,1.11336317317137e-12,4.64796378823364e-10,19.693467812635
"TRIM22",2.61211902535484,7.43771627390895,32.7552399609233,1.2068194608299e-12,4.75822095194989e-10,19.6160422427963
"CMPK2",1.59974069821001,7.91327867004792,31.9005554746188,1.6268712904764e-12,6.07679239395315e-10,19.3280637194477
"PTPRF",-1.06138598591081,9.42108138458271,-31.3765396716857,1.96143785805181e-12,6.96016223929684e-10,19.14689424745
"SLC30A1",1.12293620985868,7.17549008449615,30.7833320681933,2.43297902585282e-12,8.22231054594164e-10,18.9374132222108
"IFI44L",1.62165474608053,8.33486007638187,30.2505206493545,2.96272806972636e-12,9.5574914140218e-10,18.7451553664803
"ITM2C",-1.15752934181086,5.87912610673477,-28.6881169098758,5.38673694976076e-12,1.6621596579327e-09,18.1577341664027
"AURKA",-1.05379472639088,7.61053603875829,-28.2530678033111,6.39848860203834e-12,1.89208640036109e-09,17.9875535701476
"RARRES1",-1.38535640104659,7.38903104199157,-27.6703664744442,8.0904897021444e-12,2.29672821664475e-09,17.754849388042
"OASL",1.73205908400776,9.05137814329336,27.4500672151048,8.85204361321442e-12,2.41626744319164e-09,17.6654118555371
"TP53",-1.25771874501725,7.59360657366124,-26.606743257999,1.25739721943149e-11,3.30509187640936e-09,17.3153601409873
"GBP4",1.46931030065502,8.93477520308045,26.3053922594703,1.42916097493168e-11,3.6224126568179e-09,17.1872294806465
"KIF20A",-1.52031261015151,8.01282861987865,-25.7591814134082,1.80912050540335e-11,4.19404996784071e-09,16.950741852865
"TAX1BP1",-1.02439622967058,8.52764987846704,-25.6964924070695,1.85931415214266e-11,4.19404996784071e-09,16.923242497946
"SLC39A10",-1.38232881657174,7.16111673549243,-25.6774008158152,1.87489931547353e-11,4.19404996784071e-09,16.9148528830488
"IFI16",1.01676293534329,9.82155332706051,25.6147159088182,1.9270773885299e-11,4.19404996784071e-09,16.8872577260555
"TFRC",-0.998849413244249,10.5023845864224,-25.5713534697242,1.96409378536871e-11,4.19404996784071e-09,16.8681247291067
"JAK1",-1.00292059443992,8.24797524188147,-25.4895026951689,2.03608823740093e-11,4.19404996784071e-09,16.8319109045808
"ZNFX1",0.891970640151857,10.1925981998512,25.453823918392,2.06836337712308e-11,4.19404996784071e-09,16.8160848525883
"THBS1",1.2611833652254,10.6457749466204,24.8247758298028,2.73902562094305e-11,5.28207547526928e-09,16.5329531832575
"RNF213",0.78020744888712,12.2591792656812,24.7771318200893,2.79869385592094e-11,5.28207547526928e-09,16.511186917225
"IFNGR1",-1.30563102572479,5.47407452963109,-24.7539610869142,2.82822133380629e-11,5.28207547526928e-09,16.5005846578863
"MKI67",-0.921708501896118,11.8054111603638,-24.2798038796067,3.51320001645982e-11,6.39312320943983e-09,16.2811974408785
"STAT1",0.865436913807358,11.4269191394958,23.8689498715445,4.25367165041259e-11,7.54707692574454e-09,16.0872735736725
"GBP1",0.983427316130477,9.53691285187712,23.7914971260806,4.41140187612546e-11,7.63602905240546e-09,16.0503081405552
"IRF7",2.00159604923745,4.86714217621658,23.4067506337485,5.29502898954627e-11,8.9473382711452e-09,15.8647233827793
"NT5C3A",1.01675377910785,9.98848178180856,23.3481295167377,5.44577226280515e-11,8.98805715096003e-09,15.8361570165036
"PARP10",0.938571312295189,8.4155167955359,23.1653063583168,5.94662117385352e-11,9.59162965246327e-09,15.7465657033248
"PET100",-1.13255238079273,5.09109851285542,-22.9079888504039,6.73821438295196e-11,1.06269127724022e-08,15.6191677041898
"SEMA7A",1.05555922170574,9.6368217650092,22.8070765660738,7.07929072791027e-11,1.08909399521221e-08,15.5687848031523
"STAT2",0.973109925445444,9.77022017923099,22.7690782459075,7.21254301465037e-11,1.08909399521221e-08,15.5497510849693
"HERC5",1.63783994117867,7.07919012634031,22.7150854990166,7.40659097385484e-11,1.09509533628016e-08,15.5226468414734
"RAD51AP1",-1.07044627925967,6.51601154286723,-22.6134926332988,7.78725924865416e-11,1.12788120178977e-08,15.471459472598
"MUC20",-1.69616074136497,4.56052696039084,-22.3064714558361,9.07274603738096e-11,1.26318429835392e-08,15.3152572220337
"TMBIM6",-2.89481109773189,3.77364144903846,-22.3054448632036,9.07741288094263e-11,1.26318429835392e-08,15.314731077082
"TRIM21",0.671872309328338,9.8193410174776,22.2235262356785,9.45834862653115e-11,1.29088269620176e-08,15.272662934706
"CYP24A1",-1.08352166050664,8.4590653385459,-21.9200699051432,1.10281856414929e-10,1.47673648108821e-08,15.1153742605039
"TPX2",-1.035502035604,10.3622987754464,-21.8588489384679,1.13779839754755e-10,1.49536207914722e-08,15.0833612177504
"CEP55",-1.43291610264325,8.36549955967766,-21.2294513052353,1.5762690887779e-10,2.03396031328304e-08,14.7486265472683
"NCOA4",-1.79849397061414,5.38802265984571,-20.863640946469,1.91320526076125e-10,2.42464602421831e-08,14.5492327245524
"CKS2",-1.06037092347268,7.43469229198276,-20.683484069981,2.10723569867589e-10,2.62369329008821e-08,14.449681576835
"KIF2C",-1.0112460905773,8.22512350864842,-20.4393684135724,2.40500841471517e-10,2.94281805504027e-08,14.3133318610855
"OAS1",1.766190015779,7.42997762802771,20.1723869201119,2.78386465091195e-10,3.34865888602069e-08,14.1622535213044
"MYO19",-0.85075611412137,7.93940707358341,-20.1207300071123,2.86439347803862e-10,3.38810008560668e-08,14.1327821907297
"APP",-0.99181549549168,9.00607123581446,-20.0430265454688,2.99032759909634e-10,3.47907458537487e-08,14.088302542553
"TOP2A",-0.818266420893712,11.5278128376046,-19.720712543911,3.58071385019417e-10,4.09876228948839e-08,13.9018742360852
"PTGS2",-1.47677440566821,7.68669543599626,-19.5661379234325,3.90776035742797e-10,4.4021230566137e-08,13.811347581814
"TYMS",-1.09458280718095,6.32614717283785,-19.4484354527964,4.1785203543721e-10,4.63358733671543e-08,13.7419195952196
"IFI6",1.25091872160513,4.8244144264562,19.1733084683272,4.89424053027748e-10,5.34375769898143e-08,13.5779343482482
"IQGAP3",-0.67297798424233,9.78553136430025,-19.0973309030277,5.1145906354844e-10,5.49973480909588e-08,13.5322237794637
"MUC5AC",-1.00946236118836,8.05090358856617,-19.0011292707931,5.4091707602732e-10,5.72968431129237e-08,13.4740780588334
"PLK1",-0.966075829154738,8.72863565916096,-18.8923358976539,5.76466474652785e-10,6.01644495678062e-08,13.4079581483242
"QSOX1",-1.14521714517868,7.89365982377762,-18.8156334838725,6.03050615653257e-10,6.20268147723357e-08,13.3611077845225
"SPOCK2",-1.1951047539242,7.96541296981405,-18.7904978317629,6.12049393241257e-10,6.20530649119029e-08,13.3457123899477
"HMMR",-0.625507215264788,9.50534322104996,-18.7001728883498,6.45608876009153e-10,6.45336083526332e-08,13.2902154209227
"TAP2",0.676436198461378,9.4391948325342,18.6314192105838,6.72491449539173e-10,6.62871085747154e-08,13.2477890139427
