"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RSAD2",3.78725816071387,7.28286877329715,62.7402082645809,7.55946930100501e-16,5.36495536292326e-12,25.9187667841278
"S",4.1343521838553,12.2244469241884,48.5960935229529,1.3803958213625e-14,4.89833457210483e-11,23.6402497875775
"IFIT3",1.8840277527168,10.3196704994577,46.5791595983419,2.23404197927041e-14,5.28499864229404e-11,23.2331316259885
"IFI44",1.77673767317329,9.05570228890516,42.8136208087727,5.81597186847148e-14,8.61035059920698e-11,22.4023165703117
"M",3.43932894360057,9.97402908611285,42.6211793905242,6.12094380671429e-14,8.61035059920698e-11,22.3571654274957
"IFIH1",1.61613761345349,10.443268676407,41.9748519313659,7.27942843387937e-14,8.61035059920698e-11,22.2034750536424
"MX2",2.27819778413494,8.71445446200941,39.8863816493776,1.29843268909998e-13,1.30819395385221e-10,21.6843089800527
"DDX58",1.10079097728964,10.9207530428932,39.4410549790543,1.47464444565559e-13,1.30819395385221e-10,21.5689297386941
"MX1",1.51203207252964,11.015844464072,37.6824654692721,2.47243551180347e-13,1.84348099175589e-10,21.0961127566291
"N",2.61854025821991,12.7490622282113,37.5185807811124,2.59754965725784e-13,1.84348099175589e-10,21.0505991269333
"OAS2",2.19205200775546,9.86358523914069,35.396146639899,5.02183439159671e-13,3.23999624337835e-10,20.4372581743002
"PARP12",1.43442334638052,8.86369027908916,34.4029853179857,6.92918274118304e-13,4.0036815351467e-10,20.134131132088
"TRIM22",2.72978847811663,7.43771627390895,34.2307818959847,7.33378328264156e-13,4.0036815351467e-10,20.0804653330313
"IFIT2",2.76723940928265,8.87522207981022,33.8529953305581,8.31432334022619e-13,4.03846147709912e-10,19.9615532875619
"CMPK2",1.69371236754643,7.91327867004792,33.7744519467555,8.53556744490443e-13,4.03846147709912e-10,19.9366254748603
"IFIT1",2.29742298488909,9.95316527572631,33.489055761607,9.39497960215293e-13,4.16726063977996e-10,19.8454438530906
"IFI44L",1.74448579513769,8.33486007638187,32.5418241434344,1.2993249899838e-12,5.42429967877355e-10,19.5358600498241
"SLC30A1",1.13544816464979,7.17549008449615,31.126325424161,2.14697404751731e-12,8.46504156401687e-10,19.052302871626
"AURKA",-1.14368107239597,7.61053603875829,-30.6629916382609,2.54292840310698e-12,9.49850677728958e-10,18.8882706318979
"ORF3a",5.62104744889014,8.92897848904909,30.2228025888414,2.99352359506138e-12,1.06225184770753e-09,18.7296836142568
"rep",3.52442191850401,8.79665761827141,29.3911703553916,4.10043170003481e-12,1.38575065595938e-09,18.4225020398511
"TP53",-1.3266454214771,7.59360657366124,-28.0648708333887,6.89861783801748e-12,2.22543139983682e-09,17.910992741295
"STAT1",1.00925226357788,11.4269191394958,27.8354104184254,7.56663924606879e-12,2.33480168388479e-09,17.8196635639363
"KIF20A",-1.62777350217572,8.01282861987865,-27.5799284058459,8.39414981834737e-12,2.4822200525338e-09,17.7169549836005
"TFRC",-1.070665228285,10.5023845864224,-27.4098964640666,8.99912825458258e-12,2.5546725289109e-09,17.6479933082115
"RNF213",0.848179841548216,12.2591792656812,26.9357384002919,1.09510667746392e-11,2.98922003460054e-09,17.4530758165561
"OASL",1.67719079783845,9.05137814329336,26.5805021077529,1.27142412705699e-11,3.34196186286054e-09,17.3044723366483
"PTPRF",-0.889967192002066,9.42108138458271,-26.3090819711447,1.42690990296792e-11,3.49680556264756e-09,17.1894087401312
"ZNFX1",0.921828222186045,10.1925981998512,26.3058582808658,1.42887644521318e-11,3.49680556264756e-09,17.1880340772002
"TAX1BP1",-1.03961200345355,8.52764987846704,-26.0781728585951,1.57550714396257e-11,3.72712473356745e-09,17.090460398328
